,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line526,518,527,(0.003261999999999999+0.00024604799999999985j),(0.0032619999999999997+0.000246048j),(0.0032619999999999997+0.000246048j),(4.6600000000000035e-05+5.935649920268228e-22j),(4.6600000000000035e-05-5.935649920268228e-22j),(4.660000000000005e-05-1.781390048719378e-21j),0j,0j,0j,0j,0j,0j
line527,519,528,(0.00013730500000000003+1.0356720000000003e-05j),(0.00013730500000000003+1.0356720000000003e-05j),(0.000137305+1.0356719999999998e-05j),(1.9615000000000023e-06+3.3652942895166165e-23j),(1.9615000000000023e-06+1.6826471447583082e-23j),(1.961500000000002e-06-1.0099823673708405e-22j),0j,0j,0j,0j,0j,0j
line528,520,529,(0.0002048083333333333+1.5448399999999996e-05j),(0.00020480833333333336+1.54484e-05j),(0.0002048083333333333+1.5448399999999996e-05j),(2.925833333333336e-06-3.743825472153498e-23j),(2.925833333333336e-06+1.1231476416460494e-22j),(2.925833333333336e-06+3.7452868289189734e-23j),0j,0j,0j,0j,0j,0j
line529,521,530,(0.0006362416666666667+4.799080000000001e-05j),(0.0006362416666666667+4.799080000000001e-05j),(0.0006362416666666665+4.799079999999998e-05j),(9.089166666666674e-06+0j),(9.089166666666674e-06+0j),(9.089166666666673e-06-3.614381999114075e-22j),0j,0j,0j,0j,0j,0j
line530,523,531,(5.410632333333331e-05+8.078249999999995e-06j),(5.410632333333333e-05+8.078249999999998e-06j),(5.4106323333333327e-05+8.078249999999998e-06j),(2.4593783333333325e-05+2.1541999999999985e-07j),(2.4593783333333325e-05+2.1542000000000056e-07j),(2.4593783333333325e-05+2.154200000000002e-07j),0j,0j,0j,0j,0j,0j
line531,524,532,(3.054337366666666e-05+4.560224999999998e-06j),(3.054337366666666e-05+4.560225e-06j),(3.054337366666666e-05+4.560224999999998e-06j),(1.3883351666666665e-05+1.2160599999999972e-07j),(1.3883351666666665e-05+1.2160599999999972e-07j),(1.3883351666666669e-05+1.216060000000003e-07j),0j,0j,0j,0j,0j,0j
line532,525,533,(0.0015868860333333333+0.00015182196666666662j),(0.0015868860333333333+0.00015182196666666662j),(0.0015868860333333337+0.0001518219666666667j),(0.0007005229333333332+1.0079466666666601e-05j),(0.0007005229333333333+1.007946666666666e-05j),(0.0007005229333333334+1.0079466666666633e-05j),0j,0j,0j,0j,0j,0j
line533,525,534,(0.0015868860333333333+0.00015182196666666662j),(0.0015868860333333333+0.00015182196666666662j),(0.0015868860333333337+0.0001518219666666667j),(0.0007005229333333332+1.0079466666666601e-05j),(0.0007005229333333333+1.007946666666666e-05j),(0.0007005229333333334+1.0079466666666633e-05j),0j,0j,0j,0j,0j,0j
line534,527,535,(0.0025846333333333325+0.00019495520000000003j),(0.0025846333333333325+0.00019495519999999995j),(0.002584633333333332+0.00019495519999999993j),(3.692333333333337e-05-3.726475302883986e-22j),(3.692333333333335e-05-1.1179425908651959e-21j),(3.692333333333335e-05-1.863964943610892e-21j),0j,0j,0j,0j,0j,0j
line535,528,536,(0.00014243833333333334+1.0743919999999999e-05j),(0.00014243833333333337+1.074392e-05j),(0.00014243833333333334+1.0743919999999999e-05j),(2.034833333333335e-06-7.243260522535633e-23j),(2.034833333333335e-06-1.8108151306339083e-23j),(2.0348333333333347e-06-5.434565880927076e-23j),0j,0j,0j,0j,0j,0j
line536,529,537,(0.00065667+4.9531680000000004e-05j),(0.00065667+4.953168000000002e-05j),(0.0006566699999999998+4.953168e-05j),(9.38100000000001e-06+3.84870567203671e-22j),(9.381000000000007e-06+2.8865292540275323e-22j),(9.381000000000009e-06+9.625519918783383e-23j),0j,0j,0j,0j,0j,0j
line537,530,538,(0.0022431499999999993+0.00016919759999999996j),(0.00224315+0.00016919760000000004j),(0.00224315+0.00016919760000000004j),(3.2045000000000036e-05+5.6136714710310825e-22j),(3.204500000000003e-05+8.420507206546624e-22j),(3.204500000000003e-05+0j),0j,0j,0j,0j,0j,0j
line538,530,539,(0.0065143166666666655+0.0004913656j),(0.006514316666666668+0.0004913656000000003j),(0.006514316666666666+0.0004913656000000001j),(9.306166666666676e-05+4.7344342902745525e-21j),(9.306166666666673e-05+2.3672171451372762e-21j),(9.306166666666672e-05+0j),0j,0j,0j,0j,0j,0j
line539,531,540,(4.1301344333333334e-05+6.166424999999999e-06j),(4.130134433333331e-05+6.166424999999997e-06j),(4.130134433333333e-05+6.166425e-06j),(1.877333833333332e-05+1.6443799999999948e-07j),(1.8773338333333322e-05+1.6443800000000035e-07j),(1.8773338333333326e-05+1.64438e-07j),0j,0j,0j,0j,0j,0j
line540,532,541,(3.2909363666666665e-05+4.913475000000001e-06j),(3.290936366666666e-05+4.9134749999999996e-06j),(3.2909363666666665e-05+4.913475000000001e-06j),(1.4958801666666665e-05+1.3102600000000066e-07j),(1.4958801666666667e-05+1.310260000000012e-07j),(1.4958801666666667e-05+1.3102600000000225e-07j),0j,0j,0j,0j,0j,0j
line541,533,542,(0.0011229702+0.00010743779999999998j),(0.0011229701999999997+0.00010743779999999997j),(0.0011229702000000001+0.00010743780000000002j),(0.0004957296000000001+7.132799999999999e-06j),(0.0004957296000000001+7.132800000000008e-06j),(0.0004957296000000002+7.13280000000003e-06j),0j,0j,0j,0j,0j,0j
line542,533,543,(0.0011229702+0.00010743779999999998j),(0.0011229701999999997+0.00010743779999999997j),(0.0011229702000000001+0.00010743780000000002j),(0.0004957296000000001+7.132799999999999e-06j),(0.0004957296000000001+7.132800000000008e-06j),(0.0004957296000000002+7.13280000000003e-06j),0j,0j,0j,0j,0j,0j
line543,535,544,(0.0010679899999999998+8.055695999999999e-05j),(0.0010679899999999998+8.055696e-05j),(0.00106799+8.055695999999999e-05j),(1.5257000000000013e-05+0j),(1.5257000000000017e-05-2.5450406835403195e-22j),(1.5257000000000015e-05+0j),0j,0j,0j,0j,0j,0j
line544,536,545,(0.00042999833333333333+3.2434160000000006e-05j),(0.0004299983333333334+3.243416e-05j),(0.00042999833333333333+3.243415999999999e-05j),(6.142833333333342e-06+3.3005315468024645e-22j),(6.14283333333334e-06-8.251328867006161e-23j),(6.142833333333338e-06-1.6509099345862894e-22j),0j,0j,0j,0j,0j,0j
line545,537,546,(0.005311483333333333+0.0004006376j),(0.005311483333333334+0.00040063760000000017j),(0.005311483333333332+0.0004006375999999999j),(7.58783333333334e-05+2.360604716267376e-21j),(7.587833333333338e-05+1.5737364775115839e-21j),(7.587833333333341e-05-1.5743507664162335e-21j),0j,0j,0j,0j,0j,0j
line546,538,547,(0.0024769499999999995+0.00018683279999999995j),(0.0024769500000000003+0.00018683280000000006j),(0.00247695+0.00018683280000000009j),(3.538500000000003e-05-3.4224321360631274e-22j),(3.538500000000003e-05-3.4224321360631274e-22j),(3.538500000000003e-05-3.423768040846515e-22j),0j,0j,0j,0j,0j,0j
line547,540,548,(3.862742400000001e-05+5.767199999999999e-06j),(3.862742400000001e-05+5.767199999999999e-06j),(3.862742399999999e-05+5.767199999999997e-06j),(1.755792e-05+1.5379199999999955e-07j),(1.7557919999999995e-05+1.5379199999999881e-07j),(1.755792e-05+1.5379200000000006e-07j),0j,0j,0j,0j,0j,0j
line548,541,549,(4.3273504999999985e-05+6.460875000000001e-06j),(4.3273504999999985e-05+6.460875000000001e-06j),(4.327350499999997e-05+6.460874999999997e-06j),(1.9669774999999994e-05+1.7229000000000253e-07j),(1.966977499999999e-05+1.722900000000016e-07j),(1.9669774999999987e-05+1.7229000000000158e-07j),0j,0j,0j,0j,0j,0j
line549,542,550,(0.0031404372999999995+0.00030045469999999993j),(0.0031404373000000004+0.0003004547j),(0.0031404373000000004+0.00030045469999999993j),(0.0013863304+1.994719999999992e-05j),(0.0013863304000000004+1.9947199999999998e-05j),(0.0013863304000000004+1.9947199999999957e-05j),0j,0j,0j,0j,0j,0j
line550,542,551,(0.0031404372999999995+0.00030045469999999993j),(0.0031404373000000004+0.0003004547j),(0.0031404373000000004+0.00030045469999999993j),(0.0013863304+1.994719999999992e-05j),(0.0013863304000000004+1.9947199999999998e-05j),(0.0013863304000000004+1.9947199999999957e-05j),0j,0j,0j,0j,0j,0j
line551,544,552,(0.0003360466666666667+2.5347519999999995e-05j),(0.00033604666666666675+2.534752000000001e-05j),(0.0003360466666666667+2.5347520000000006e-05j),(4.800666666666674e-06+1.5118572634662981e-22j),(4.800666666666671e-06+5.0395242115543275e-23j),(4.800666666666671e-06-1.51244739857191e-22j),0j,0j,0j,0j,0j,0j
line552,544,553,(0.004420499999999999+0.000333432j),(0.004420500000000001+0.00033343200000000004j),(0.0044205+0.000333432j),(6.315000000000006e-05+0j),(6.315000000000004e-05+0j),(6.315000000000004e-05-2.1809345836062886e-21j),0j,0j,0j,0j,0j,0j
line553,545,554,(0.0004333349999999999+3.2685839999999994e-05j),(0.0004333349999999999+3.2685839999999994e-05j),(0.00043333499999999997+3.268584e-05j),(6.190500000000005e-06+0j),(6.190500000000006e-06+1.6759763419249463e-22j),(6.1905000000000045e-06+0j),0j,0j,0j,0j,0j,0j
line554,546,555,(0.0002645066666666666+1.995136e-05j),(0.0002645066666666666+1.9951359999999997e-05j),(0.0002645066666666666+1.9951359999999997e-05j),(3.7786666666666708e-06+6.244441380156628e-23j),(3.77866666666667e-06+0j),(3.7786666666666695e-06-6.246878821945883e-23j),0j,0j,0j,0j,0j,0j
line555,547,556,(0.006713933333333334+0.0005064224000000001j),(0.006713933333333333+0.0005064224000000001j),(0.006713933333333333+0.0005064224000000001j),(9.591333333333344e-05+3.7717740956163895e-21j),(9.591333333333344e-05+0j),(9.591333333333343e-05-2.515497574524871e-21j),0j,0j,0j,0j,0j,0j
line556,548,557,(4.119133333333333e-05+6.149999999999996e-06j),(4.119133333333334e-05+6.149999999999997e-06j),(4.119133333333335e-05+6.15e-06j),(1.8723333333333334e-05+1.6399999999999898e-07j),(1.872333333333334e-05+1.6400000000000237e-07j),(1.872333333333334e-05+1.640000000000011e-07j),0j,0j,0j,0j,0j,0j
line557,549,558,(3.094976133333334e-05+4.6209e-06j),(3.094976133333335e-05+4.620900000000002e-06j),(3.0949761333333336e-05+4.6208999999999976e-06j),(1.4068073333333341e-05+1.232240000000012e-07j),(1.4068073333333336e-05+1.2322400000000026e-07j),(1.406807333333334e-05+1.23224e-07j),0j,0j,0j,0j,0j,0j
line558,550,559,(0.002273985266666668+0.00021755873333333348j),(0.0022739852666666667+0.00021755873333333334j),(0.0022739852666666667+0.00021755873333333326j),(0.001003839466666667+1.4443733333333357e-05j),(0.0010038394666666668+1.4443733333333296e-05j),(0.0010038394666666665+1.4443733333333254e-05j),0j,0j,0j,0j,0j,0j
line559,550,560,(0.002273985266666668+0.00021755873333333348j),(0.0022739852666666667+0.00021755873333333334j),(0.0022739852666666667+0.00021755873333333326j),(0.001003839466666667+1.4443733333333357e-05j),(0.0010038394666666668+1.4443733333333296e-05j),(0.0010038394666666665+1.4443733333333254e-05j),0j,0j,0j,0j,0j,0j
line560,552,561,(0.000123655+9.327119999999999e-06j),(0.00012365500000000002+9.327120000000004e-06j),(0.000123655+9.327120000000002e-06j),(1.7665000000000014e-06-2.729440976169426e-23j),(1.766500000000001e-06-5.458881952338852e-23j),(1.7665000000000014e-06-5.461012760554225e-23j),0j,0j,0j,0j,0j,0j
line561,553,562,(0.0033441333333333323+0.00025224319999999994j),(0.0033441333333333327+0.00025224320000000004j),(0.0033441333333333327+0.0002522432j),(4.777333333333337e-05+2.4953273470750125e-21j),(4.7773333333333366e-05-6.238318367687531e-22j),(4.777333333333337e-05-1.8722260258299894e-21j),0j,0j,0j,0j,0j,0j
line562,554,563,(0.004048916666666666+0.00030540399999999995j),(0.004048916666666668+0.0003054040000000001j),(0.004048916666666667+0.00030540400000000006j),(5.784166666666673e-05-9.144880653397859e-22j),(5.784166666666672e-05-9.144880653397859e-22j),(5.7841666666666706e-05+9.148450246401518e-22j),0j,0j,0j,0j,0j,0j
line563,555,564,(0.00020870499999999997+1.5742319999999995e-05j),(0.000208705+1.5742320000000005e-05j),(0.00020870499999999995+1.574231999999999e-05j),(2.981500000000002e-06+1.9438200599550376e-22j),(2.981500000000002e-06+1.1662920359730225e-22j),(2.9815000000000023e-06-7.778315225950368e-23j),0j,0j,0j,0j,0j,0j
line564,557,565,(3.644930666666664e-05+5.441999999999995e-06j),(3.644930666666665e-05+5.442e-06j),(3.644930666666665e-05+5.441999999999998e-06j),(1.6567866666666658e-05+1.4511999999999793e-07j),(1.6567866666666658e-05+1.4511999999999793e-07j),(1.6567866666666658e-05+1.4512000000000002e-07j),0j,0j,0j,0j,0j,0j
line565,558,566,(6.038549e-05+9.01575e-06j),(6.038548999999999e-05+9.015749999999994e-06j),(6.038548999999999e-05+9.015749999999997e-06j),(2.7447949999999995e-05+2.404199999999999e-07j),(2.7447949999999995e-05+2.404200000000009e-07j),(2.7447949999999992e-05+2.404199999999987e-07j),0j,0j,0j,0j,0j,0j
line566,559,567,(0.0005043709733333334+4.825462666666665e-05j),(0.0005043709733333335+4.825462666666668e-05j),(0.0005043709733333335+4.825462666666668e-05j),(0.0002226520533333334+3.203626666666656e-06j),(0.00022265205333333346+3.203626666666652e-06j),(0.00022265205333333349+3.2036266666666747e-06j),0j,0j,0j,0j,0j,0j
line567,559,568,(0.0005043709733333334+4.825462666666665e-05j),(0.0005043709733333335+4.825462666666668e-05j),(0.0005043709733333335+4.825462666666668e-05j),(0.0002226520533333334+3.203626666666656e-06j),(0.00022265205333333346+3.203626666666652e-06j),(0.00022265205333333349+3.2036266666666747e-06j),0j,0j,0j,0j,0j,0j
line568,559,569,(0.004489566666666666+0.0003386416j),(0.004489566666666667+0.0003386416j),(0.004489566666666666+0.0003386416j),(6.413666666666673e-05+1.1243699110673468e-21j),(6.413666666666672e-05-5.621849555336734e-22j),(6.413666666666672e-05-2.249617590390002e-21j),0j,0j,0j,0j,0j,0j
line569,561,570,(0.00018419333333333332+1.3893440000000001e-05j),(0.0001841933333333333+1.3893440000000001e-05j),(0.00018419333333333335+1.389344e-05j),(2.6313333333333356e-06+1.2112342810428828e-22j),(2.631333333333336e-06-3.028085702607207e-23j),(2.631333333333336e-06+6.058535358107442e-23j),0j,0j,0j,0j,0j,0j
line570,564,571,(0.00023594666666666668+1.7797120000000008e-05j),(0.00023594666666666662+1.779712e-05j),(0.00023594666666666662+1.7797119999999997e-05j),(3.3706666666666693e-06+9.937520465833251e-23j),(3.3706666666666697e-06-4.9687602329166254e-23j),(3.3706666666666685e-06-4.9706997280764294e-23j),0j,0j,0j,0j,0j,0j
line571,565,572,(3.7281170666666655e-05+5.566199999999998e-06j),(3.7281170666666676e-05+5.566199999999999e-06j),(3.728117066666667e-05+5.5662e-06j),(1.694598666666666e-05+1.4843199999999972e-07j),(1.694598666666666e-05+1.484320000000004e-07j),(1.6945986666666665e-05+1.4843199999999949e-07j),0j,0j,0j,0j,0j,0j
line572,567,573,(0.00011942579000000002+1.1425809999999999e-05j),(0.00011942579000000002+1.142581e-05j),(0.00011942579000000002+1.1425809999999997e-05j),(5.271992000000001e-05+7.585600000000003e-07j),(5.271992e-05+7.585599999999986e-07j),(5.271992000000002e-05+7.585600000000005e-07j),0j,0j,0j,0j,0j,0j
line573,567,574,(0.00011942579000000002+1.1425809999999999e-05j),(0.00011942579000000002+1.142581e-05j),(0.00011942579000000002+1.1425809999999997e-05j),(5.271992000000001e-05+7.585600000000003e-07j),(5.271992e-05+7.585599999999986e-07j),(5.271992000000002e-05+7.585600000000005e-07j),0j,0j,0j,0j,0j,0j
line574,569,575,(0.0005675599999999999+4.281024e-05j),(0.0005675599999999999+4.281024000000001e-05j),(0.0005675599999999999+4.2810239999999995e-05j),(8.108000000000008e-06+0j),(8.108000000000008e-06+0j),(8.108000000000004e-06-7.190405868331556e-23j),0j,0j,0j,0j,0j,0j
line575,570,576,(0.0001108333333333333+8.359999999999998e-06j),(0.00011083333333333335+8.360000000000001e-06j),(0.00011083333333333331+8.360000000000001e-06j),(1.5833333333333348e-06-2.1927601675158575e-23j),(1.5833333333333346e-06+0j),(1.5833333333333344e-06+2.1936160847934394e-23j),0j,0j,0j,0j,0j,0j
line576,571,577,(0.00020999999999999993+1.583999999999999e-05j),(0.00020999999999999993+1.583999999999999e-05j),(0.00020999999999999993+1.583999999999999e-05j),(3.0000000000000018e-06+1.180810461399121e-22j),(3.0000000000000005e-06-3.936034871330403e-23j),(3.0000000000000005e-06-1.9687856273492352e-22j),0j,0j,0j,0j,0j,0j
line577,572,578,(0.00019241878333333337+2.872874999999999e-05j),(0.00019241878333333328+2.8728749999999988e-05j),(0.0001924187833333333+2.872874999999999e-05j),(8.74630833333333e-05+7.660999999999951e-07j),(8.746308333333333e-05+7.660999999999997e-07j),(8.74630833333333e-05+7.660999999999958e-07j),0j,0j,0j,0j,0j,0j
line578,573,579,(0.003237586733333332+0.00030974926666666635j),(0.0032375867333333335+0.0003097492666666667j),(0.0032375867333333335+0.00030974926666666667j),(0.0014292165333333333+2.0564266666666588e-05j),(0.0014292165333333333+2.0564266666666628e-05j),(0.0014292165333333335+2.0564266666666733e-05j),0j,0j,0j,0j,0j,0j
line579,573,580,(0.003237586733333332+0.00030974926666666635j),(0.0032375867333333335+0.0003097492666666667j),(0.0032375867333333335+0.00030974926666666667j),(0.0014292165333333333+2.0564266666666588e-05j),(0.0014292165333333333+2.0564266666666628e-05j),(0.0014292165333333335+2.0564266666666733e-05j),0j,0j,0j,0j,0j,0j
line580,573,581,(0.00026851700333333336+2.5689796666666668e-05j),(0.00026851700333333336+2.5689796666666658e-05j),(0.0002685170033333334+2.5689796666666668e-05j),(0.00011853549333333336+1.7055466666666673e-06j),(0.00011853549333333336+1.7055466666666629e-06j),(0.00011853549333333339+1.7055466666666629e-06j),0j,0j,0j,0j,0j,0j
line581,575,582,(0.00041882166666666663+3.159111999999999e-05j),(0.00041882166666666663+3.159112e-05j),(0.0004188216666666666+3.1591119999999984e-05j),(5.983166666666671e-06-1.5655921293677813e-22j),(5.9831666666666706e-06+0j),(5.9831666666666706e-06-7.83101619612565e-23j),0j,0j,0j,0j,0j,0j
line582,576,583,(0.00013373499999999998+1.0087439999999999e-05j),(0.000133735+1.0087439999999999e-05j),(0.00013373499999999998+1.008744e-05j),(1.910500000000001e-06+0j),(1.910500000000001e-06+6.385141166539293e-23j),(1.910500000000001e-06+3.193816764389953e-23j),0j,0j,0j,0j,0j,0j
line583,577,584,(0.00024170999999999993+1.8231839999999993e-05j),(0.00024171000000000002+1.8231840000000003e-05j),(0.00024171+1.8231840000000003e-05j),(3.453000000000003e-06-5.2144629335733904e-23j),(3.4530000000000023e-06+0j),(3.4530000000000023e-06+0j),0j,0j,0j,0j,0j,0j
line584,578,585,(0.005520433333333331+0.00041639839999999987j),(0.005520433333333331+0.00041639839999999987j),(0.005520433333333333+0.0004163984j),(7.886333333333341e-05+8.499956609503277e-22j),(7.88633333333334e-05+0j),(7.886333333333341e-05-2.5509823392737056e-21j),0j,0j,0j,0j,0j,0j
line585,578,586,(0.00041504286999999985+6.196724999999999e-05j),(0.00041504286999999995+6.196725e-05j),(0.00041504287+6.196725000000003e-05j),(0.00018865584999999997+1.6524600000000127e-06j),(0.00018865584999999994+1.6524600000000074e-06j),(0.00018865584999999994+1.6524600000000123e-06j),0j,0j,0j,0j,0j,0j
line586,579,587,(0.002268947266666667+0.00021707673333333334j),(0.0022689472666666674+0.00021707673333333323j),(0.002268947266666667+0.00021707673333333326j),(0.0010016154666666669+1.4411733333333265e-05j),(0.0010016154666666669+1.4411733333333306e-05j),(0.0010016154666666669+1.4411733333333297e-05j),0j,0j,0j,0j,0j,0j
line587,579,588,(0.002268947266666667+0.00021707673333333334j),(0.0022689472666666674+0.00021707673333333323j),(0.002268947266666667+0.00021707673333333326j),(0.0010016154666666669+1.4411733333333265e-05j),(0.0010016154666666669+1.4411733333333306e-05j),(0.0010016154666666669+1.4411733333333297e-05j),0j,0j,0j,0j,0j,0j
